book_id,rating,number_of_likes
17858589,2,22
816085,1,48
384355,0,56
14942,0,2
13369678,3,17
15752347,4,4
17798198,0,9
25560329,1,60
21816725,2,27
17446684,1,13
18431,0,5
18717121,4,7
7863423,0,43
18210687,3,16
304761,1,50
33783451,2,27
16130304,3,20
67880,5,37
31447601,3,0
24237785,0,6
25489261,1,2
76778,2,11
8031168,0,30
81698,2,58
20891109,1,5
128092,5,61
25876993,4,1
5942991,2,82
23207593,1,20
18244432,1,17
8013943,4,46
23342570,0,75
18201218,2,11
13258,3,28
36793989,0,12
13459650,5,69
18729287,0,14
17707568,5,0
20803903,1,93
14625447,0,64
5504848,5,52
7644545,0,96
17569900,1,13
23571391,3,8
26204107,0,16
13450049,2,28
17618286,0,78
21805856,2,5
640777,1,58
18775247,2,38
37725136,2,85
28807752,0,15
3831279,5,98
10867,3,18
22609383,1,11
15800756,4,17
12925631,0,69
34057229,5,13
29554877,3,93
6088236,2,91
12759057,2,7
1121116,5,55
3437465,3,49
39090180,3,29
2435104,5,19
16247779,1,80
61146,4,72
4758093,2,5
17287673,4,14
12637477,2,13
31436518,2,59
29895106,3,90
61534,3,66
23545800,3,22
880378,3,43
317121,3,10
11950578,3,4
498082,0,84
17334855,0,79
26615962,4,10
21671,0,0
6559232,0,9
18749,5,28
23304855,2,16
862041,3,89
39080472,1,39
20753023,3,10
30315,1,62
19165659,2,5
18405519,2,3
18291661,2,7
6845839,5,17
6497928,0,98
10565362,1,19
17020,2,1
6072105,1,91
26125085,1,1
23266378,5,27
974778,2,48
2897990,3,96
1087204,2,7
23411528,4,10
32721063,1,54
22571333,2,27
18210070,2,99
21855285,3,16
13358275,1,76
12814088,4,52
17458004,0,19
13267383,0,87
22735684,4,16
18743153,2,43
4757303,2,40
81992,1,83
15814452,0,77
295961,1,43
11832043,1,97
29774026,4,21
16006196,1,37
38084780,5,99
9424367,1,100
22032537,0,17
30323240,2,9
15810511,1,16
17155793,2,5
15804044,4,25
27384361,1,19
22883783,2,6
18878076,3,2
10733317,1,31
14567915,2,0
30152,2,21
22896437,0,0
145342,2,94
20809246,4,40
65297,0,20
21423336,3,20
28873,1,11
65262,3,88
6081686,0,53
88495,2,44
20737063,1,83
2465823,0,10
1337885,2,31
145356,3,6
43717,4,3
20963405,1,54
20334863,5,4
825889,2,19
494304,2,14
696811,3,38
544424,2,51
40448,3,10
29003460,2,21
10428708,1,34
8142508,5,0
40409727,1,2
23003028,5,14
30672,3,12
3017080,4,3
15982274,2,78
4885544,4,47
18693943,5,7
37943061,1,11
3223890,5,10
15793509,3,95
3409937,0,46
22820251,1,12
34541,0,90
13589913,4,91
56842,3,9
1242729,0,11
17433996,3,64
15721638,0,3
7178978,4,73
15776233,3,14
23160974,0,14
7841680,1,69
7140582,1,9
23524087,2,84
855913,3,72
5612052,5,10
9756579,1,56
33986447,2,17
11843017,5,5
14431174,5,30
15997611,3,84
28820,2,67
14289259,3,37
23647121,1,8
15706189,0,4
34782886,2,79
6401056,4,35
9526,5,17
31115139,0,76
11830394,5,9
49286,3,14
26201118,2,51
20740634,0,8
500463,2,22
13562334,2,50
29749350,0,88
8494276,5,42
2504935,1,74
2425528,4,15
31309440,5,14
160875,2,96
23580412,1,16
22809818,1,0
13350061,5,10
36064504,3,1
277397,1,33
22638315,4,4
29938354,3,17
213577,3,27
36627806,5,21
65210,4,13
20623209,5,17
181426,4,6
8464957,5,4
614603,4,0
16007131,1,65
6202108,2,98
13625827,1,84
8308527,5,4
26021547,2,11
102439,3,5
7432,0,45
17378071,5,45
28096526,1,2
11349877,5,93
228258,0,32
25022297,1,5
18114110,3,7
7278266,2,57
25065,4,71
1477625,4,3
23713777,4,13
21776145,3,78
55096,1,7
50937,2,18
26499472,1,31
11043418,2,71
3086160,0,65
36367378,5,12
13185923,0,19
12760660,5,79
38155,0,50
27274328,3,67
12000129,4,6
40915703,4,49
17793886,5,85
21843165,1,20
8573642,0,78
396751,5,92
22322922,4,95
816720,2,94
5966593,3,9
61905,4,5
785092,4,18
16061083,2,88
30292905,5,20
18476108,4,15
7601980,2,53
22557520,0,18
18273744,0,48
84183,1,11
27919040,4,88
1225621,1,49
17623975,0,15
16167867,4,24
24320335,0,85
32768509,2,38
88612,2,90
818867,3,48
13488738,5,28
22030693,5,88
39009618,0,3
22011010,2,8
2905549,3,39
42156,1,7
18608266,0,8
33363,5,87
24327646,2,11
35075872,2,65
24133949,1,26
7173399,2,94
6185966,0,6
13139233,5,88
29102849,0,3
490476,1,2
16176344,3,55
33362149,1,19
40271,2,4
15869682,5,18
4333469,3,84
20890479,3,8
13486172,1,39
12964268,4,13
28493287,4,15
251964,3,99
89195,5,60
9622286,4,24
21490837,4,12
27689,3,28
25893582,2,7
12398661,1,81
10101733,1,27
111819,4,3
11950578,4,16
17315933,1,10
2553575,3,69
18160365,0,70
24807089,3,54
15729539,2,37
5930447,4,86
6927061,3,44
40144459,4,33
18134894,5,1
2548866,1,11
6515342,1,4
459386,5,15
16039255,4,87
3920088,2,32
580291,3,28
20554,1,1
27804835,0,7
28005065,0,31
43602037,2,17
991544,4,11
21525988,4,16
11416792,2,31
29483226,3,94
25682474,0,68
17251583,0,65
8477800,3,85
18622245,0,6
23116644,0,80
178196,3,60
24886016,1,3
33155788,3,71
16174176,3,62
17286690,5,85
7656231,0,56
21023409,4,12
18343754,2,65
25409437,0,3
36010402,5,12
6076387,3,6
24501994,2,9
39949010,5,100
16058162,5,27
22711859,4,11
13538808,1,8
13367528,3,33
22029246,0,5
494304,3,88
7443064,5,98
604208,4,85
29,5,34
10194183,4,57
10184988,4,73
38271712,1,50
6193,3,62
13448827,0,52
10179053,1,9
185289,4,0
65962,3,36
160848,2,18
7457122,5,6
17268918,4,8
160848,1,14
20497858,1,4
40603943,0,16
32613243,2,5
818557,3,5
30508147,0,20
52362,2,100
17830212,2,87
16146990,2,27
705257,1,17
28372019,4,72
36347657,2,37
17312777,3,11
350684,5,4
3777732,0,36
32601289,2,74
20407756,5,94
16171710,1,85
3269793,4,32
28110852,1,41
30259588,5,11
15852756,4,48
15783450,1,35
22672193,4,21
5451,1,45
111384,3,57
281215,2,4
7863423,4,8
1659539,0,100
68494,2,57
4525896,0,5
15852479,0,6
42387698,5,20
107019,3,0
12431807,0,89
6192480,2,74
2763494,3,23
7391172,3,13
12383443,0,1
22383415,0,79
30292905,4,98
23582513,2,57
13584400,0,5
186569,3,85
8893179,3,72
6633516,4,2
710437,1,36
2526974,3,68
13051355,5,20
24647866,4,12
6080751,4,20
40194939,0,3
16310097,1,23
13403051,0,79
15832231,0,14
8997981,2,14
15811511,1,71
18427593,3,1
15803760,5,61
344778,4,10
24727102,3,4
18138113,5,59
39092829,2,93
26829269,2,12
17287054,2,4
5562474,4,13
19248320,3,65
62247,5,13
16119691,2,35
27258116,3,2
780604,2,98
543137,0,10
89184,2,81
27428131,5,14
6022731,3,4
19162047,1,3
30242566,0,93
22450983,2,15
22360786,2,37
35982,5,13
7023081,3,10
1538911,4,37
21880559,2,4
513275,4,57
17352909,5,8
18681231,5,55
24536832,3,1
26028873,4,98
517344,4,20
16044941,5,77
11458531,2,7
757364,5,6
30312837,5,76
338798,0,69
13644209,5,2
4588657,5,0
30523977,3,84
11997139,5,9
6572270,3,84
3004197,0,8
48974,4,78
10494181,0,87
2233407,4,10
13574635,2,66
25733983,1,18
219563,5,28
28448877,2,42
17670231,2,72
20647357,4,68
5984292,4,6
10744752,3,9
30095473,1,1
11306,1,20
6871617,3,50
41153917,2,4
18081426,5,52
10395554,4,8
21825486,0,17
16008147,3,36
315736,3,71
8934126,4,61
18209338,2,60
25893659,2,53
9708888,5,60
31945153,3,77
30236300,3,24
49838,1,39
33783055,3,60
335090,3,16
25737,4,72
110090,3,88
11082037,0,85
18300412,4,5
710826,0,11
28010254,3,81
17786125,5,90
25112957,1,61
13491389,3,73
11751719,0,3
22975534,5,49
8316125,0,44
647492,3,0
7937462,3,37
16167329,5,7
30332253,5,2
18074803,4,42
22749804,5,94
18219617,5,0
2067,3,59
24673969,1,39
17160816,0,14
24036086,2,63
13491389,0,1
13419794,0,1
22913902,1,63
10194157,2,13
6460146,5,91
562752,1,19
13597879,1,53
24327445,4,44
22013040,4,14
13170037,4,52
19045228,1,16
1062842,3,7
12865922,5,14
30687235,1,24
13418049,0,21
17696195,0,34
1044355,4,8
11389398,0,46
15703332,2,25
25663637,0,16
254308,3,0
16292266,0,51
245579,2,62
7235533,3,7
9436877,1,6
1779929,0,53
7877549,3,91
33126301,0,10
26007671,1,8
112292,4,18
93134,2,0
13633179,3,3
18472710,4,66
30622123,4,9
22889746,4,13
18071872,4,93
18712956,0,75
30040765,0,2
24721702,4,63
22020592,3,96
7153488,0,47
1569144,3,49
938105,3,13
12275455,0,53
861326,2,5
17620113,0,58
269860,4,71
33906,4,18
2933901,4,62
18815522,3,1
13595638,3,10
27254019,5,62
514210,5,18
959139,3,9
8074907,4,13
296302,0,12
13547514,0,0
16082748,2,84
3828,3,8
29343986,2,5
8407173,4,78
26832111,3,33
20561916,2,4
35069228,3,7
6713071,1,17
355904,4,13
21565595,3,20
16249571,2,26
102459,2,24
18806012,3,37
34760,2,0
7130229,0,92
25721483,1,14
36977659,4,27
24451026,5,90
13616660,1,4
8572561,1,7
11383730,0,84
17609114,4,60
6218001,1,2
23561787,5,61
16111036,1,35
22774703,4,85
17901475,1,19
36355531,1,17
21863930,3,70
6069970,0,2
781844,3,2
13010310,1,36
38227140,0,17
13260207,0,50
20809,4,77
101509,1,7
183222,3,36
116020,2,3
18279247,1,81
803171,4,88
395112,0,1
7092396,3,59
9477028,1,18
13417697,4,27
13583766,0,42
7052533,5,71
17831167,1,13
14257,2,66
10101311,0,13
11512718,2,19
8675320,5,88
10431447,0,42
449589,4,70
6643971,3,55
16048485,3,17
9568416,2,10
17018524,0,55
18743153,5,17
14296543,0,44
16234269,4,15
18090079,5,89
34966353,3,49
6329657,0,77
23161030,0,6
6686671,2,18
4988505,0,5
34386617,2,14
10768183,2,3
25284952,4,12
17185521,0,55
20486495,0,15
10429015,1,69
88442,5,18
42674626,4,6
37953590,3,89
15760499,1,5
6515342,2,97
18478082,0,10
48328,1,4
13552222,2,16
2321296,2,6
25605631,2,11
13403051,4,43
12022847,4,21
613890,2,18
23219470,0,95
797329,4,9
7317546,4,71
18166988,0,81
9627755,0,2
404857,3,6
26067984,1,71
9572751,2,5
18431,2,5
17166220,0,7
18829666,1,11
582663,3,9
7995207,0,68
12831355,1,9
17209607,2,15
25683250,1,79
825081,2,46
11387209,3,5
40729683,5,100
5577995,0,49
22602899,1,10
104957,3,10
28481,5,37
8585317,5,9
9988405,0,6
175591,5,5
7094598,1,14
13102041,3,26
179565,4,8
12448,2,2
6290240,0,1
2146957,1,21
17465447,2,0
20688076,0,37
61146,2,13
18523711,0,18
713798,2,4
15942671,1,16
26856191,5,11
16127238,2,85
10567,1,1
36496717,3,18
17928233,2,71
22094910,0,2
13529577,2,50
16052749,1,17
23332827,5,84
9968073,1,100
6558209,4,36
24334,3,1
35512560,3,70
40658081,5,64
8462668,0,38
32171904,1,67
8536738,1,57
2241864,2,54
18483384,5,5
36347611,5,6
251052,4,2
8174477,2,4
13513092,1,5
7311907,0,18
196743,5,20
1933181,5,6
43285,1,15
9517,3,14
185829,4,13
12053537,3,99
6609714,2,68
18938098,1,50
12365,2,42
33290344,1,36
17166774,4,78
11734251,0,13
5198,3,88
106096,0,91
29620980,3,14
32928935,2,3
18765,4,75
6076462,2,20
34324605,4,14
29484541,0,1
199344,0,18
82748,2,12
21956914,3,18
227904,1,0
23253557,5,58
8259397,0,6
16199630,1,28
16033233,5,7
1519,3,6
6594687,1,12
174834,5,11
38737,0,9
43475,1,6
10757749,5,3
41063454,3,89
1820716,4,2
507593,4,0
6083214,0,13
656,2,4
25451555,4,68
17798649,4,77
26028873,0,7
149059,4,25
8646223,4,38
9801114,5,15
409901,3,19
241387,0,94
12561863,0,76
40788782,3,31
364522,2,3
206899,3,6
5497945,4,79
1024204,4,13
550454,2,1
25398528,5,15
30315,0,74
42128976,3,7
8723188,4,22
30372977,0,13
20575433,5,7
17727253,1,8
18584315,2,29
18249312,3,96
17208264,3,20
351654,0,18
291583,4,53
15798116,0,80
1181520,2,18
272211,2,8
18667800,0,39
6942484,2,97
17156824,5,35
201547,3,89
68682,5,48
6076387,0,11
6135180,2,14
179033,3,99
13506510,3,12
264946,5,69
41583449,0,99
43549952,5,19
1566053,2,100
3106441,0,67
89821,2,75
17153941,3,56
13147460,4,90
867650,3,32
12037109,0,91
190572,1,15
15775101,3,10
20447658,2,62
686344,0,64
10841337,4,19
31308527,2,6
6936365,1,64
163835,4,7
36334133,0,4
30309602,3,87
18283874,1,39
18431,2,86
681941,1,7
2939484,1,19
4066507,2,18
8755291,4,65
14978954,2,69
19504319,2,58
16048485,1,28
5147191,2,94
13641955,2,5
17315933,4,15
34530776,0,3
23876270,3,81
25346,4,5
11782143,2,61
83596,2,23
762563,2,94
2455496,1,6
9471514,4,37
10431447,4,18
18666229,2,62
16219585,1,81
3304674,4,34
40380340,2,11
31408829,4,73
11092162,0,84
33302709,2,3
35894887,1,18
573300,0,54
8565888,5,82
19112416,4,70
16240783,1,37
10345708,5,16
13411825,5,6
23719231,5,1
18480443,3,58
25214463,0,59
22707725,4,7
12524125,2,58
22090434,5,2
620580,4,56
36432939,5,34
18187566,2,4
93840,2,72
21420156,5,62
472025,5,69
84699,3,94
25055959,4,4
158935,1,98
26199938,2,0
7557790,4,93
18463756,3,46
10429015,5,80
1044355,1,42
2634570,4,20
13037321,5,47
414655,4,84
2227371,3,17
18868986,1,58
34758697,5,87
25322656,0,58
12010981,4,20
16078823,1,16
40942107,0,45
21854602,2,42
17673270,1,58
450924,5,23
88335,5,85
450924,3,0
12994855,0,6
178476,4,4
20381546,1,74
582067,0,81
38911162,0,6
15904017,5,85
20957360,0,11
8826125,4,14
4692,5,17
11534332,5,17
74280,1,92
24867841,4,11
17331819,5,7
15808699,3,12
61463,1,87
16718083,0,95
220755,0,91
903778,0,9
12072288,4,78
263149,2,6
18458653,3,15
17934563,4,77
18484371,0,30
24561496,0,83
61463,4,100
28763240,3,10
118252,0,100
6642331,2,48
18271653,5,20
6275416,4,10
5976135,0,3
11388053,2,16
20645941,5,46
17738241,5,1
6658568,1,89
18458653,4,86
20769219,1,58
8396558,5,95
14743412,4,5
32871490,3,17
20549652,3,1
20485614,4,78
17851860,5,55
15721645,3,17
6726922,4,6
22883909,2,63
17262144,1,0
27169611,4,2
17529,1,82
104378,2,55
34738565,0,17
36809135,1,65
186200,2,22
69169,3,34
77270,0,59
11068888,4,69
19286535,0,29
16077535,4,64
77829,2,82
27830287,2,17
20484851,4,17
17191839,3,24
18989438,4,45
11834447,2,43
20893314,1,15
9215946,0,42
18480399,1,71
2708177,5,12
30240,1,5
344637,4,17
7970273,1,40
7229730,1,17
84544,1,48
17167208,5,16
18603661,5,0
8379374,0,17
8141083,2,5
25358728,2,12
18757554,4,8
627166,4,61
976380,2,45
18476108,2,57
36536759,4,2
9742,3,2
481821,1,23
22609307,1,9
487445,5,57
6606144,3,14
31944679,0,16
15823425,4,63
28138673,1,86
25922869,1,4
25250075,3,79
18046743,3,6
8538305,5,43
118866,5,74
13051355,3,10
30258320,2,11
32941909,3,16
17261129,5,6
20454525,1,14
142023,2,59
36334133,4,18
19277831,3,14
1175398,3,2
6760780,5,38
37664469,3,4
18505784,0,68
23709569,3,23
17211803,5,3
19518735,2,19
321353,2,37
5641414,1,9
16127233,5,45
13558632,2,7
20409841,3,45
129798,4,21
40677055,0,27
224618,0,14
77810,0,39
6480885,3,61
33313726,3,26
270363,3,64
203968,4,74
18069353,0,38
15774500,1,72
231604,3,5
34051049,4,30
12155164,2,27
1539025,3,4
595069,3,99
18713426,2,20
64482,4,12
25585231,3,64
20744130,4,0
20699996,4,21
15103450,1,4
62992,5,85
17153941,1,51
22322922,0,98
23906007,2,17
22033739,3,7
13459010,5,10
16068973,3,3
11915802,0,76
12997592,0,21
18103481,4,6
16149939,0,11
11622125,3,23
9635495,1,8
18054664,3,51
22461120,4,83
12577643,0,38
65056,5,28
9756346,2,27
34654953,0,47
17283570,4,2
2801187,5,30
15700563,3,57
162121,2,48
33586415,2,20
18476108,1,29
13181411,4,70
1078189,1,3
9799,5,73
335090,3,7
7201315,2,21
22548670,4,81
35192342,1,3
75504,4,5
25721483,4,93
18114136,0,69
37703013,5,22
29502065,3,11
12530,4,83
1133489,1,8
26795703,4,1
616274,3,12
18812784,5,42
176626,2,15
14778,3,19
15728386,3,16
17844546,2,62
7839766,2,45
604117,5,1
16122786,0,11
15733144,5,92
15018,5,9
129559,1,11
107430,3,86
7431461,2,32
31862,3,0
25549355,4,14
20821614,2,86
22071815,0,28
4953275,2,46
11265184,0,2
306443,1,77
25735394,3,5
16160701,2,6
11397996,4,1
616274,2,5
12977976,3,0
7880584,0,48
389519,1,9
16241153,0,72
36336,3,59
24469443,0,16
12015786,0,20
13611961,5,39
11942639,4,6
17862129,1,92
33914003,3,1
21912247,3,80
202749,2,7
932587,4,76
13087244,4,44
35891344,3,4
764165,0,85
35069228,1,7
132694,1,88
18623445,3,47
17504621,0,95
575386,5,49
16156306,0,20
6580970,1,32
22372402,0,16
7200675,5,8
16119691,1,9
7704146,4,22
22365565,5,41
8547975,5,30
26145762,0,11
79450,5,98
397654,4,13
65161,0,11
25037671,5,98
16130093,5,38
7173399,3,92
12323895,0,43
451763,0,48
40175497,3,14
11534327,4,33
22546351,5,1
1238684,4,50
49838,2,18
6287109,0,44
22006321,2,3
444944,1,6
9588207,5,10
32890474,2,10
13005731,2,81
10232099,1,69
664642,1,14
17831753,2,19
590552,2,13
27399973,0,24
15745753,0,83
2847610,3,92
38649754,0,18
20645624,0,65
7686368,0,89
16064456,3,11
11430898,4,25
59921,5,58
41074185,0,20
17608095,5,28
69169,1,18
20821614,4,1
22571509,2,1
22886113,5,72
18524000,4,18
8789318,4,64
2669470,5,11
49614,0,49
16041879,5,0
1114559,0,2
8058301,3,5
1316617,4,67
73090,4,1
5175,0,16
22839429,1,30
15830521,3,86
38390771,4,6
20256797,0,52
14999813,3,83
405541,0,100
380326,3,75
10381195,1,18
71730,3,19
26059449,2,12
860566,5,12
13278548,4,2
25845201,3,9
32485744,0,59
843989,2,50
240188,3,11
13456081,4,81
38911162,2,43
1027079,4,12
12924279,1,7
9694866,3,42
1001304,0,4
18812784,4,19
39643759,5,23
8492765,1,14
22461120,3,15
7199027,1,26
6480885,0,8
16120370,0,14
129521,2,84
13558423,1,16
20931902,3,14
2084776,5,27
35729,1,76
17413427,4,11
32492519,2,8
18520658,1,19
18050015,4,10
22825631,2,54
17149088,2,97
23168784,3,52
25876993,3,8
13278242,1,6
868595,1,34
15704830,0,5
15751752,5,73
264147,5,33
2702704,1,94
233712,0,85
25810091,0,99
9708869,3,85
23327466,2,3
36656611,2,20
40003938,0,47
19405297,3,41
37883600,3,11
37677999,4,54
7976029,0,2
10345642,5,58
83596,5,11
13480769,4,7
1205982,1,1
6406158,1,2
296384,2,4
12512051,0,8
16120137,1,15
267972,5,18
40677055,4,87
31290944,3,19
326491,5,14
36117813,0,16
6013810,5,16
35618459,1,67
22691264,0,20
15710564,4,85
22665491,5,2
17167208,4,22
22886113,2,84
499225,1,1
16170768,4,21
15706303,0,11
17838885,3,15
21877212,1,18
80834,0,2
17901125,4,0
2509481,3,76
18453874,2,48
15777362,4,2
20613642,4,45
24582567,0,8
12176602,3,11
7743783,3,14
17278283,2,26
6056287,2,72
261670,5,100
6952589,3,14
122756,1,5
133017,1,0
7432,0,17
256274,2,50
22088091,0,17
543339,4,2
16076372,4,11
18588591,1,7
24804444,5,60
7141642,5,98
15749759,5,23
31125554,2,87
498594,1,16
8262461,0,82
2392599,0,75
34964865,4,78
337116,5,44
6281917,1,17
94079,5,33
6691860,5,70
11737656,1,82
15831550,2,28
25733983,4,16
115007,0,53
171020,4,59
13155464,1,9
13633280,2,80
3009435,3,96
6850768,2,25
19099499,1,71
21843165,1,10
300388,2,17
15810511,4,41
25716667,5,7
17286701,5,84
23306129,0,46
1519,3,5
6414121,2,20
449407,5,36
24611668,3,2
28187,5,24
11827045,4,19
94486,3,83
23587053,5,13
21911024,4,31
10545071,4,56
5941233,3,49
8728017,5,66
16139294,5,14
9776876,3,16
28138673,4,15
12970162,3,40
13414764,1,68
19290298,0,2
18308266,1,80
2191666,3,22
19488665,3,5
20694773,0,1
5773667,2,12
21413922,3,4
25665016,1,33
35036409,5,44
3026017,5,16
9856962,5,36
40590283,0,88
42113238,1,16
22589352,0,3
12997786,0,0
135048,1,61
530582,2,6
19569028,5,78
107100,1,53
37264612,1,33
81130,1,17
13452967,4,5
12970162,1,15
17348982,2,3
25564446,1,25
18781540,3,16
10429836,4,20
1809465,1,39
13450189,0,61
14739231,2,4
24768,0,89
18335567,1,22
17257772,3,29
37646585,5,56
38467378,0,9
1042903,1,11
192266,1,65
1104540,4,51
775254,2,24
30333490,2,12
19102837,2,59
7093555,3,24
13597305,5,99
108629,5,9
15718796,0,12
344637,1,16
293595,5,19
31704045,3,43
7685281,2,18
19283197,0,11
16320,5,4
17927626,5,18
539143,4,0
20492283,1,29
9809,2,48
586409,5,74
34445870,4,80
35444008,5,15
115613,1,30
15781734,5,53
6305167,4,41
16068973,4,3
32612175,4,11
176178,3,98
26125352,1,68
18478539,5,59
22500506,3,8
5002584,5,76
28372019,3,35
18889356,5,70
263550,0,48
16241153,1,96
23162673,3,92
21841075,2,13
23622600,2,54
24721702,0,66
13334117,0,12
18158521,3,44
72441,5,0
30340276,0,61
18126905,3,52
31371228,2,98
10395554,4,4
16162405,1,6
25734207,1,32
7234801,3,92
1051622,4,70
2685034,5,23
7170336,3,56
11782143,5,14
67885,0,7
27161188,1,9
62992,1,39
13449283,0,38
8058301,0,4
12387704,3,44
23281932,3,83
815234,5,10
367686,4,8
75479,1,10
337058,0,33
25642868,2,98
13400691,0,60
13330370,3,29
39940311,3,58
387339,1,45
20922144,5,12
18489239,1,5
2250839,0,1
3900619,4,69
35487055,3,6
7155145,5,7
774449,5,17
17378071,5,14
17337987,3,14
1753425,4,85
35817296,3,73
13088405,5,59
4278916,4,84
801754,1,28
303917,4,3
15177,5,15
43124898,5,21
27416023,4,3
8419552,5,44
1140987,0,35
40052056,3,17
28628609,4,95
18114142,1,95
19336,1,9
18746639,4,22
37509275,4,7
23364679,5,17
6918930,1,52
9528228,5,3
40231428,1,22
703323,1,19
22918050,0,60
20453433,3,19
6239010,1,2
1898882,0,10
12966360,3,47
6594687,0,13
25581522,1,10
16242085,2,12
16158565,4,37
18279247,4,4
19615422,5,7
17230559,1,60
1290383,5,9
27847095,0,27
19305108,3,89
40037485,0,18
8032544,2,90
10153731,2,37
21403041,2,13
31850994,5,7
406084,4,7
15701217,3,78
20421367,1,7
6227419,0,74
8396558,3,88
114950,1,49
30653967,0,18
350678,3,96
8277734,1,67
18131017,0,16
232128,5,75
3840329,3,20
2334538,4,1
39907467,2,71
30077437,4,6
15736992,5,68
6452798,2,11
24476778,4,26
22457223,5,12
12087455,1,17
2967419,1,19
44309,0,11
133937,2,73
6315308,5,90
13369678,0,67
13638131,0,46
2734278,1,1
2999282,0,30
23164956,5,29
12760660,3,56
2890090,1,19
17411148,3,59
36041506,0,78
837197,4,93
157551,2,100
18249280,4,46
10757771,3,12
18514604,0,6
18343754,1,82
26257689,2,34
682911,0,11
10619587,3,13
27580,1,57
18077825,0,0
596778,0,44
2011272,5,100
7741325,1,49
18111165,2,89
28636686,0,20
464042,0,81
11147422,3,61
4601215,5,13
130602,4,13
17395442,4,7
415459,2,25
565323,2,18
34229458,4,59
13234487,5,6
6972356,3,10
17370995,2,13
24611425,5,79
3860977,4,27
26114597,3,13
8835897,5,78
16245726,5,13
17262309,3,6
7794569,4,15
20926007,3,19
23297799,2,15
12109850,3,14
1704719,1,16
38271712,5,68
40611069,1,88
18662528,3,4
3734317,5,11
18480443,4,93
11028964,0,83
817019,0,20
12759057,4,19
1463131,3,15
13506481,5,20
25400927,4,2
24307888,5,2
10674301,0,72
17826040,3,10
31879814,1,66
18480576,3,68
35721089,0,90
797192,1,10
17934453,1,95
34137888,1,7
15733152,2,0
12979313,2,53
6193,2,20
11550178,3,15
13323203,1,3
23492533,0,67
25811372,2,18
3051741,3,0
6251543,0,75
7315573,0,61
353342,1,50
25182342,5,70
4538,3,9
2916542,3,72
10108463,3,60
12972499,0,13
323172,0,13
232888,4,11
470398,2,6
17256217,4,12
25867615,1,0
18669536,0,68
12879875,0,62
2246958,4,65
36460049,2,10
2246948,3,87
6181,2,10
13597305,0,20
232459,2,19
21413922,5,85
17413427,1,16
51167,1,70
29939027,5,4
3494957,5,95
356063,4,15
1832749,3,11
23245594,5,20
7047848,2,66
77829,0,33
18458653,5,55
37492308,0,15
17720829,1,1
13812,1,1
183586,3,11
13102041,2,17
29457858,4,32
97860,0,53
129798,1,18
7041181,0,42
24936713,1,44
5501275,1,80
104737,0,77
35106178,1,73
30555412,2,84
12816853,5,59
